Text;User;Location;Created;Favourite_count;Retweet_count;Source
"RT @clairyclefairy: Y’all know I had to 💜

#GPOSERS #FFXIVScreenshots #ffxivsnaps #catgirl #EorzeaPhotos #eorzea #miqote #miqotegirl #BTS #…";GPOSERS;Eorzea & Beyond;2021-06-23 17:22:15;0;5;Pai-Poser
"Y’all know I had to 💜

#GPOSERS #FFXIVScreenshots #ffxivsnaps #catgirl #EorzeaPhotos #eorzea #miqote #miqotegirl #BTS #BTSMeal #BTSARMY https://t.co/gkULdsC7k1";Clairy 🥞;No tiene;2021-06-23 17:22:06;12;5;Twitter for iPhone
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;다우~☆(태국);BKK , Thailand;2021-06-23 17:21:44;0;1226;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;ᴮᴱ브렌.⁷🐰🌸🧡;• Magic Shop 🗝💜;2021-06-23 17:21:11;0;1226;Twitter for Android
RT @McDo_PH: It’s here! The #BTSMeal is now available at McDo – comes with 10-pc. Chicken McNuggets, a Coke, medium fries, and 2 NEW sauces…;loriennn;basta candelaria;2021-06-23 17:18:04;0;9344;Twitter for Android
RT @smsupermalls: BORAHAE to everyone who continue to light up the world! The #BTSMeal drops at @McDo_PH in select #SMSupermalls today. 💜…;Kevin;No tiene;2021-06-23 17:17:32;0;6029;Twitter Web App
"RT @hypebae: Alongside the #BTSmeal, @McDonalds is dropping a range of apparel and accessories decorated with the K-pop group's logo.
https…";ライトくん🌬🌙;光の世界;2021-06-23 17:15:57;0;2;Twitter for iPhone
RT @hypebae: Who else picked up the #BTSMeal from @McDonalds?;ライトくん🌬🌙;光の世界;2021-06-23 17:15:48;0;4;Twitter for iPhone
"RT @yeopiphany: PH ARMYs, check this new deals from @McDo_PH.
P275 for #BTSMeal with Mcflurry Oreo 👀
@BTS_twt https://t.co/zQNfz6lZZ5";〔 🧈 〕⁷;gucci italia | semi ia;2021-06-23 17:15:33;0;75;Twitter for Android
"RT @bangtanssii7: #BTSMeal Gcash giveaway for PH ARMYs 🌟

When: June 25, 2021
End of GA: June 25, 2021

How to join: https://t.co/b4QY7tVgG2";💎zing // ILY JAEWOO💎;jeongwoo & jaehyuk  ;2021-06-23 17:14:49;0;93;Twitter for Android
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";cess;No tiene;2021-06-23 17:13:58;0;345;Twitter for iPhone
"RT @McDo_PH: Hotness overload! Have you tried these two new fiery sauces? Get a taste when you order The #BTSMeal. 

Order now via https://…";ⁿᵃᵐʲⁱⁿˢᵒᵖᵉᵗᵃᵉᵐⁱⁿᵏᵒᵒᵏbeL ₇ ⟭⟬ ⟬⟭🐯🐥🐰;No tiene;2021-06-23 17:13:21;0;253;Twitter for Android
"RT @BTSonRadioPH: [McGift For Crew Update]

PEARLS Alliance Fanbases gave customized cake, cupcakes and cookies to three branches of McDo i…";ⁿᵃᵐʲⁱⁿˢᵒᵖᵉᵗᵃᵉᵐⁱⁿᵏᵒᵒᵏbeL ₇ ⟭⟬ ⟬⟭🐯🐥🐰;No tiene;2021-06-23 17:12:34;0;23;Twitter for Android
"RT @McDo_PH: Get your #BTSMeal via Ride-Thru and take your selca with our ""I Purple This"" photo frame!
 
You can even get a FREE Upsize to…";ᴮᴱ 💛 Bangwool⁷ 𝟕 Out_Of_The_Blue!;Buenos Aires, Argentina;2021-06-23 17:12:30;0;230;Twitter for Android
Already ordered! @BTS_twt #BTS #BTSMeal https://t.co/SDXCaUrdPG https://t.co/WaHcPk5sf3;ᴮᴱ브렌.⁷🐰🌸🧡;• Magic Shop 🗝💜;2021-06-23 17:11:42;0;0;Twitter for Android
"RT @Andy12844361: Hola Mcdonald's!!💜

@BTS_twt #BTSMeal https://t.co/h7MeIkLmUR";ᴍɪɴʏxɴɪᴇ⁷🧈 ᴮᵁᵀᵀᴱᴿ Ψ ˢᶜᵃˡᵉᵈ ᵃⁿᵈ ⁱᶜʸ;No tiene;2021-06-23 17:11:30;0;2;Twitter for Android
RT @butterLetRoll: @btschartdata Not able to secure 4th yet ...my orders r getting cancelled for one reason or the other... @BTS_twt  #BTSM…;O T 7;No tiene;2021-06-23 17:10:49;0;1;Twitter for Android
RT @Project0613PH: With over 132,000 pesos in donations, the #AnpanMEALDrive is nearly all set to bring the #BTSMeal to medical frontliners…;vee⁷ (slow);Portugal;2021-06-23 17:10:41;0;429;Twitter for Android
@iamjelynv Wish i coild send you a #btsmeal 😍😍;catdevlin;uae;2021-06-23 17:10:27;0;0;Twitter for Android
"RT @bangtanssii7: #BTSMeal Gcash giveaway for PH ARMYs 🌟

When: June 25, 2021
End of GA: June 25, 2021

How to join: https://t.co/b4QY7tVgG2";Lachimolala 🐣;No tiene;2021-06-23 17:09:49;0;93;Twitter for Android
"Hola Mcdonald's!!💜

@BTS_twt #BTSMeal https://t.co/h7MeIkLmUR";🏳️‍🌈- ∞ ⁷HOSEOKIEⁱⁿᶠᵒ ⁶•¹³.🌶💙;No tiene;2021-06-23 17:09:41;37;2;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;Bts(my sweet choco)🍫;No tiene;2021-06-23 17:07:31;0;1226;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;may ∞⁷ 🧈;brazil;2021-06-23 17:05:45;0;1226;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;𝖑𝖊𝖙;𝗼𝗻𝗹𝘆 𝗮𝗥𝗠𝘆 ;2021-06-23 17:05:27;0;1226;Twitter for Android
"It's a BTS thing,  only ARMY can understand🥰💜
Y'all my BTS Meal packaging is safe now. Thanks to the Anpanmoms (PH) for sharing the printable BTS Meal box design💜💜💜

#BTSMeal #TheBTSMeal #McDonaldsXBTS #BTS #BTSARMY https://t.co/t8y2brzCnF";키티방탄;No tiene;2021-06-23 17:03:55;2;0;Twitter for Android
"I'm an ex-McDo crew, an ex-Edsamail employee and an ARMY. This just makes my heart so happy. 😊💜 
#BTS #BTSARMY #BTSMeal 
@BTS_twt @McDo_PH https://t.co/NlfQteipVt";richelley⁷🧈;MNL / DXB;2021-06-23 17:03:39;2;0;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;ᴮᴱ여샐린⁷ 🕴🏻;México;2021-06-23 17:02:37;0;1226;Twitter for Android
"RT @McDo_PH: Get your #BTSMeal via Ride-Thru and take your selca with our ""I Purple This"" photo frame!
 
You can even get a FREE Upsize to…";Jill⁷🌻;hopeworld;2021-06-23 17:02:17;0;230;Twitter for Android
RT @BANGTANSG: Shout out to 987FM DJ @geraldkoh987 for speaking out for SG #BTSARMY. Your support, though may be few among locals, is appre…;BEATRIX;No tiene;2021-06-23 17:02:12;0;204;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;ᴮᴱSaveUyghurs⁷;No tiene;2021-06-23 17:02:12;0;1226;Twitter for Android
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";Suga's Gummy Smile 😄;No tiene;2021-06-23 17:02:12;0;345;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;βlack⟭⟬S̴wan⁷ᴮᵘᵗᵗᵉʳ🧈✨💛;No tiene;2021-06-23 17:01:51;0;1226;Twitter for Android
"RT @bangtanssii7: #BTSMeal Gcash giveaway for PH ARMYs 🌟

When: June 25, 2021
End of GA: June 25, 2021

How to join: https://t.co/b4QY7tVgG2";ꪑ𝒶𝓇𝑔𝒶𝓊𝓍;moon;2021-06-23 17:01:25;0;93;Twitter Web App
RT @McDonalds: u🧈 believe it, the #BTSMeal is here https://t.co/hiP05IU8eq;🧈b💛;spain;2021-06-23 17:01:12;0;185196;Twitter for iPhone
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;Joonie⁷;No tiene;2021-06-23 17:00:29;0;1226;Twitter for iPhone
"@allkpop I want a #BTSMeal  T~T

#btsdiamond";Henriette;No tiene;2021-06-23 16:58:54;1;0;Twitter for Android
"RT @McDo_PH: Get your #BTSMeal via Ride-Thru and take your selca with our ""I Purple This"" photo frame!
 
You can even get a FREE Upsize to…";ᴮᴱJen⁷🧈;No tiene;2021-06-23 16:58:49;0;230;Twitter for Android
"Maggi in plane  &gt;&gt; Maggi on plain .🍝
What’s your thought ? 😉
#FoodWars #maggi #BTSMeal #darbganga https://t.co/4RNY7blERB";Aditya utsav 🇮🇳;Darbhanga, India;2021-06-23 16:58:27;2;0;Twitter for iPhone
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;aiai;Hesse, Germany;2021-06-23 16:58:10;0;1226;Twitter for Android
"RT @McDo_PH: Get your #BTSMeal via Ride-Thru and take your selca with our ""I Purple This"" photo frame!
 
You can even get a FREE Upsize to…";myTaehyung💜;No tiene;2021-06-23 16:56:31;0;230;Twitter for Android
Nagbibigay mga Army sa bawat MCDO store ng cake at cupcakes, appreciating the crews for their hard works. #BTSMeal #BTS #Army;ellio ⚡;ƈɧཞơ๓ąɬıƈꪖ;2021-06-23 16:54:53;0;0;Twitter for Android
"RT @McDo_PH: Hotness overload! Have you tried these two new fiery sauces? Get a taste when you order The #BTSMeal. 

Order now via https://…";Justine Toriado_k216;Philippines Taguig city;2021-06-23 16:54:29;0;253;Twitter for Android
@allkpop I want a #BTSMeal;Henriette;No tiene;2021-06-23 16:52:49;0;0;Twitter for Android
RT @Project0613PH: Good morning, guys! We're still lost for words with how heartwarming this has been for all of us. Last night, when we re…;💜⟭⟬ ᴮᴱCha⁷ 🧈 ⟬⟭💜;Davao Region, Republic of the ;2021-06-23 16:51:26;0;293;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;Nix ✨;Tarlac City;2021-06-23 16:50:40;0;1226;Twitter for iPhone
"Cravings satisfied w/ tae🤤💜
#BTSMeal #BTSMealPH #TAEHYUNG https://t.co/LdHeTwuCEb";𝖙𝖆𝖊𝖌𝖚𝖐𝖘⁷⟭⟬;No tiene;2021-06-23 16:50:29;2;0;Twitter for Android
"RT @shoppingkaja: Anyone interested for a BTS meal giveaway? 🤩

As we celebrate our 1st month we will be picking 3 winners and your BTS Mea…";Lachimolala 🐣;No tiene;2021-06-23 16:49:42;0;228;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;YUN;No tiene;2021-06-23 16:49:34;0;1226;Twitter for iPhone
RT @McDo_PH: 1! 2! 3! Immortalize your #BTSMealPH experience at our purple photo booths, all ready for your selcas in McDonald’s stores sta…;Kevin;No tiene;2021-06-23 16:47:29;0;6218;Twitter Web App
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;🍑;c, 22, she/her;2021-06-23 16:47:17;0;1226;Twitter for iPhone
"RT @joonswonder: Hey PH ARMYs!! 

BTS MEAL GIVEAWAY!!
#BTSMeal  

(By giving u guys 300 Php!!) (BTS MEAL + Delivery fee) 

Will be announci…";Lachimolala 🐣;No tiene;2021-06-23 16:47:16;0;215;Twitter for Android
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";My💜Gucci✨TaeTae🐻;No tiene;2021-06-23 16:46:08;0;345;Twitter for iPhone
"RT @McDo_PH: Get your #BTSMeal via Ride-Thru and take your selca with our ""I Purple This"" photo frame!
 
You can even get a FREE Upsize to…";Kevin;No tiene;2021-06-23 16:45:58;0;230;Twitter Web App
Por fin la tengo I purple you💜 @McDonaldsMexico #BTSMeal https://t.co/t0dbthySUX;Lena Marrufo;No tiene;2021-06-23 16:45:55;2;0;Twitter for Android
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";BTS THE BEST BUTTER ⁷;IRELAND;2021-06-23 16:45:24;0;345;Twitter Web App
RT @McDo_PH: Need a reason to try the #BTSMeal? We can think of 7! The meal comes with 10-pc Chicken McNuggets, medium fries, a Coke, and 2…;fangirl;No tiene;2021-06-23 16:44:56;0;460;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;jo jo ana;No tiene;2021-06-23 16:44:50;0;1226;Twitter for iPhone
"RT @McDonalds: Behind the Sauce: Making of Film
#BTSMeal 

https://t.co/vS1T7epAYG https://t.co/EKGkBe8MC1";ヅ;mi casa;2021-06-23 16:44:49;0;31190;Twitter for Android
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";･ﾟ:*(✿◠‿◠)⁷🧈;No tiene;2021-06-23 16:43:30;0;345;Twitter for iPhone
RT @McDonalds: u🧈 believe it, the #BTSMeal is here https://t.co/hiP05IU8eq;Alexia VGP;No tiene;2021-06-23 16:43:26;0;185196;Twitter Web App
"RT @McDo_PH: Get your #BTSMeal via Ride-Thru and take your selca with our ""I Purple This"" photo frame!
 
You can even get a FREE Upsize to…";Kim Namjoon PH 🌳;Manila, Philippines;2021-06-23 16:42:25;0;230;Twitter for iPhone
Do you want #BTSMeal OFA? Anyone? https://t.co/BpZZydTInY;Alice Believers ☸ #WeBelieve™;Quezon City;2021-06-23 16:40:36;2;0;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;tez;No tiene;2021-06-23 16:39:47;0;1226;Twitter for iPhone
"RT @artisqueer: Ain’t no bummer 😉

#BTS_Butter #BTSxMcD #BTSMeal #BTS #btsfanart https://t.co/cSdiPNNCDi";Jaykay;No tiene;2021-06-23 16:39:00;0;13171;Twitter for iPhone
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";Laura Duncan ⁷;No tiene;2021-06-23 16:37:41;0;345;Twitter Web App
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;BTS💜🧈Dreamer;No tiene;2021-06-23 16:37:31;0;1226;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;BTSButter__spreader;No tiene;2021-06-23 16:37:25;0;1226;Twitter for Android
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";𝐊𝐫𝐢𝐬 ⁷🧈;🇷🇺 & 🇳🇮;2021-06-23 16:36:21;0;345;Twitter for Android
"RT @McDo_PH: Get your #BTSMeal via Ride-Thru and take your selca with our ""I Purple This"" photo frame!
 
You can even get a FREE Upsize to…";Denise ∞;No tiene;2021-06-23 16:35:27;0;230;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;🌞s̟h̟i̟n̟e̟✨⑦⟭⟬💜⟬⟭🌟;Mumbai & BTS World💜💜;2021-06-23 16:35:21;0;1226;Twitter for Android
"RT @McDo_PH: Hotness overload! Have you tried these two new fiery sauces? Get a taste when you order The #BTSMeal. 

Order now via https://…";Denise ∞;No tiene;2021-06-23 16:35:17;0;253;Twitter for Android
"RT @woogasquadPH: Share the Happiness! 😊
Total of 30pcs #BTSMeal, snacks and biscuits succesfully turned over for kids at St. Rita Orphanag…";FyreQueen1248;Cavite City, Calabarzon;2021-06-23 16:35:16;0;119;Twitter for Android
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";🌞s̟h̟i̟n̟e̟✨⑦⟭⟬💜⟬⟭🌟;Mumbai & BTS World💜💜;2021-06-23 16:33:21;0;345;Twitter for Android
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";∞⁷Butter🧈💜Maria💜BE7🌟;No tiene;2021-06-23 16:32:16;0;345;Twitter Web App
"RT @McDo_PH: Get your #BTSMeal via Ride-Thru and take your selca with our ""I Purple This"" photo frame!
 
You can even get a FREE Upsize to…";ᴮᴱ•Bångtånie•⁷ 🧈🍞💛💜💚;Republic of Korea;2021-06-23 16:31:21;0;230;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;ⒷⓊⓉⓉⒺⓇ 🧈 ᴱᴴ ᴱᴴ 왕⁷;Taipei City, Taiwan;2021-06-23 16:30:57;0;1226;Twitter for iPhone
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";vian⁷;No tiene;2021-06-23 16:30:45;0;345;Twitter for iPhone
"RT @Jonah_writer: My interview with McDo Philippines' Marketing head Margot Torres
MANILA BULLETIN: #BTSMeal sells nearly 1 million orders…";E⁷🧈;🧈🧈🧈;2021-06-23 16:30:37;0;345;Twitter Web App
RT @btschartdata: This is a tweet for your #BTSMeal photo dump👇;Starlite;No tiene;2021-06-23 16:29:12;0;3812;Twitter Web App
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;𝓐𝓼𝓶𝓪 ⁷🧈;No tiene;2021-06-23 16:26:44;0;1226;Twitter for Android
"RT @AdibHidayat: Custom sneakers with a pocket for your nuggets on the go! @josiahchua x @bts_bighit + @McDonalds 
🔥x🌶
—
Shot by @jaydenati…";yoongi's americano 🧈ˎˊ˗;No tiene;2021-06-23 16:24:30;0;12;Twitter for Android
"RT @McDo_PH: Our stores have turned purple! We can't wait to serve you The #BTSMeal. 💜

Visit the store nearest you now via Dine-in, Drive-…";bangbangtan⁷;No tiene;2021-06-23 16:23:46;0;7231;Twitter for Android
RT @McDonalds: u🧈 believe it, the #BTSMeal is here https://t.co/hiP05IU8eq;Yina Cortés Rodríguez;No tiene;2021-06-23 16:23:18;0;185196;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;⁷;she/her ;2021-06-23 16:22:53;0;1226;Twitter for Android
RT @jaydenation: #BTSmeal but make it @Josiahchua customs. I guess you can call them 𝑨𝑹𝑴𝒀 𝑩𝑶𝑶𝑻𝑺 🤣🤣 https://t.co/RGYYwTrX7j;ᴮᴱ NaV⁷🧈;euphoria;2021-06-23 16:22:02;0;1226;Twitter for Android
RT @McDo_PH: Need a reason to try the #BTSMeal? We can think of 7! The meal comes with 10-pc Chicken McNuggets, medium fries, a Coke, and 2…;cy⁷ | HAPPY SUNOO DAY!!! 🦊💛;sa puso ng labing-siyam;2021-06-23 16:19:33;0;460;Twitter for Android
"Cravings satisfied w/ tae🤤💜
#BTSMeal #BTSMealPH #TAEHYUNG https://t.co/mjFC1whQBi";𝓛𝓪𝓻𝓼⁷⟭⟬🐰;👻;2021-06-23 16:19:27;0;0;Twitter for Android
"RT @McDo_PH: Get your #BTSMeal via Ride-Thru and take your selca with our ""I Purple This"" photo frame!
 
You can even get a FREE Upsize to…";Mitch⁷🧈 ⟭⟬;🇵🇭;2021-06-23 16:18:35;0;230;Twitter for Android
